date,open,high,low,close,volume,asset,source
2020-02-07,1879.22,1879.22,1860.07,1874.4,236895,XAU,seed
2020-02-10,1851.34,1860.01,1845.44,1849.67,81720,XAU,seed
2020-02-11,1845.01,1861.95,1845.01,1850.33,51885,XAU,seed
2020-02-12,1873.95,1892.41,1866.59,1877.0,68574,XAU,seed
2020-02-13,1860.86,1875.49,1857.38,1861.02,281311,XAU,seed
2020-02-14,1843.94,1843.94,1835.2,1840.8,75409,XAU,seed
2020-02-17,1830.15,1833.13,1828.82,1831.13,221299,XAU,seed
2020-02-18,1839.75,1850.57,1825.32,1840.82,115183,XAU,seed
2020-02-19,1846.41,1854.59,1840.99,1850.41,279241,XAU,seed
2020-02-20,1874.64,1874.64,1869.65,1870.59,191711,XAU,seed
2020-02-21,1904.13,1904.13,1894.61,1899.28,177307,XAU,seed
2020-02-24,1863.27,1863.27,1858.26,1858.79,152346,XAU,seed
2020-02-25,1855.43,1876.56,1845.09,1855.93,255353,XAU,seed
2020-02-26,1822.42,1833.15,1803.19,1826.2,201828,XAU,seed
2020-02-27,1824.07,1835.99,1822.89,1826.11,291011,XAU,seed
2020-02-28,1838.82,1838.9,1830.91,1833.75,205984,XAU,seed
2020-03-02,1870.12,1882.55,1866.85,1871.2,201760,XAU,seed
2020-03-03,1847.3,1857.92,1842.56,1848.2,295027,XAU,seed
2020-03-04,1844.65,1847.19,1841.84,1846.71,219214,XAU,seed
2020-03-05,1844.58,1850.95,1837.31,1841.8,197585,XAU,seed
2020-03-06,1847.08,1852.32,1828.84,1850.27,280913,XAU,seed
2020-03-09,1862.31,1875.51,1860.29,1864.71,129303,XAU,seed
2020-03-10,1821.24,1836.31,1818.74,1819.56,128480,XAU,seed
2020-03-11,1832.79,1832.79,1809.52,1828.64,244620,XAU,seed
2020-03-12,1815.24,1815.33,1808.1,1814.1,216261,XAU,seed
2020-03-13,1826.24,1831.44,1826.24,1828.97,216273,XAU,seed
2020-03-16,1809.8,1816.92,1802.4,1815.21,118670,XAU,seed
2020-03-17,1829.42,1831.29,1825.5,1827.16,297739,XAU,seed
2020-03-18,1860.81,1866.53,1849.7,1860.3,88821,XAU,seed
2020-03-19,1853.95,1878.12,1845.32,1855.45,60458,XAU,seed
2020-03-20,1864.53,1880.31,1857.55,1867.33,281770,XAU,seed
2020-03-23,1910.31,1913.71,1904.3,1907.45,92598,XAU,seed
2020-03-24,1950.73,1961.98,1943.81,1946.27,137080,XAU,seed
2020-03-25,1953.31,1953.31,1943.98,1951.32,91732,XAU,seed
2020-03-26,1958.66,1958.67,1948.92,1954.3,264063,XAU,seed
2020-03-27,1976.14,1977.19,1967.28,1972.35,223023,XAU,seed
2020-03-30,1984.05,1987.56,1978.07,1979.72,218160,XAU,seed
2020-03-31,1951.8,1951.8,1945.77,1947.78,279910,XAU,seed
2020-04-01,1967.07,1967.07,1956.95,1961.62,163918,XAU,seed
2020-04-02,1940.13,1945.66,1940.13,1940.87,285799,XAU,seed
2020-04-03,1929.41,1948.96,1926.76,1926.99,191151,XAU,seed
2020-04-06,1910.93,1911.53,1898.64,1908.22,298741,XAU,seed
2020-04-07,1897.05,1907.92,1886.81,1899.17,128727,XAU,seed
2020-04-08,1867.09,1872.91,1857.8,1869.04,100289,XAU,seed
2020-04-09,1829.17,1837.57,1819.98,1827.22,128892,XAU,seed
2020-04-10,1794.29,1800.31,1781.13,1796.4,209032,XAU,seed
2020-04-13,1783.9,1786.81,1774.68,1784.52,286239,XAU,seed
2020-04-14,1818.09,1819.19,1803.25,1816.36,212335,XAU,seed
2020-04-15,1800.88,1801.16,1792.5,1798.17,102200,XAU,seed
2020-04-16,1807.61,1814.17,1792.45,1802.37,169384,XAU,seed
2020-04-17,1775.8,1782.5,1769.26,1779.06,113959,XAU,seed
2020-04-20,1801.84,1809.57,1783.22,1797.6,254058,XAU,seed
2020-04-21,1792.12,1792.12,1786.89,1787.21,115325,XAU,seed
2020-04-22,1792.5,1807.24,1792.5,1796.45,196518,XAU,seed
2020-04-23,1761.62,1768.13,1748.38,1757.49,182324,XAU,seed
2020-04-24,1720.11,1729.91,1706.27,1720.67,167983,XAU,seed
2020-04-27,1721.78,1721.78,1709.97,1720.36,214298,XAU,seed
2020-04-28,1724.46,1724.46,1714.5,1722.26,284101,XAU,seed
2020-04-29,1710.02,1717.41,1700.2,1712.79,66837,XAU,seed
2020-04-30,1698.48,1713.68,1692.7,1698.83,152099,XAU,seed
2020-05-01,1721.94,1729.03,1708.45,1719.92,149714,XAU,seed
2020-05-04,1674.2,1689.84,1664.96,1676.23,269081,XAU,seed
2020-05-05,1650.67,1654.86,1646.7,1650.22,107520,XAU,seed
2020-05-06,1646.61,1654.9,1634.84,1647.71,239839,XAU,seed
2020-05-07,1654.88,1659.98,1654.88,1658.59,153290,XAU,seed
2020-05-08,1632.6,1651.49,1629.56,1636.69,97639,XAU,seed
2020-05-11,1651.11,1660.47,1641.58,1653.98,149385,XAU,seed
2020-05-12,1645.82,1651.31,1638.6,1646.59,246352,XAU,seed
2020-05-13,1571.66,1581.13,1561.98,1573.08,220853,XAU,seed
2020-05-14,1575.37,1583.61,1568.45,1577.76,112533,XAU,seed
2020-05-15,1597.08,1598.94,1584.34,1596.47,251037,XAU,seed
2020-05-18,1585.14,1585.14,1567.3,1580.74,92930,XAU,seed
2020-05-19,1584.83,1593.89,1578.29,1589.35,148384,XAU,seed
2020-05-20,1563.92,1571.93,1557.66,1567.91,76712,XAU,seed
2020-05-21,1565.36,1568.39,1550.52,1563.63,198355,XAU,seed
2020-05-22,1566.66,1573.73,1560.57,1567.34,139451,XAU,seed
2020-05-25,1585.76,1592.73,1582.8,1585.85,283721,XAU,seed
2020-05-26,1598.75,1601.47,1578.72,1599.37,120800,XAU,seed
2020-05-27,1573.21,1584.95,1567.41,1570.62,205313,XAU,seed
2020-05-28,1570.32,1581.05,1558.82,1567.21,113927,XAU,seed
2020-05-29,1569.33,1572.47,1559.91,1567.74,135200,XAU,seed
2020-06-01,1575.98,1581.88,1559.5,1573.17,233811,XAU,seed
2020-06-02,1589.97,1591.95,1584.3,1589.81,156542,XAU,seed
2020-06-03,1562.94,1566.68,1553.96,1561.16,257862,XAU,seed
2020-06-04,1575.04,1576.44,1564.32,1575.95,146736,XAU,seed
2020-06-05,1554.83,1555.7,1548.56,1555.52,234249,XAU,seed
2020-06-08,1539.53,1543.23,1535.42,1542.02,244741,XAU,seed
2020-06-09,1511.84,1516.53,1506.19,1514.71,239945,XAU,seed
2020-06-10,1492.39,1505.52,1489.8,1491.53,127659,XAU,seed
2020-06-11,1489.08,1499.27,1489.08,1493.43,64293,XAU,seed
2020-06-12,1466.78,1475.86,1463.79,1470.08,278778,XAU,seed
2020-06-15,1483.58,1494.16,1467.56,1483.77,116185,XAU,seed
2020-06-16,1504.57,1504.57,1499.94,1501.66,215005,XAU,seed
2020-06-17,1501.23,1501.43,1497.44,1498.43,115061,XAU,seed
2020-06-18,1520.62,1521.02,1514.39,1519.65,186989,XAU,seed
2020-06-19,1491.81,1500.33,1489.45,1493.62,199062,XAU,seed
2020-06-22,1479.95,1482.6,1476.19,1477.83,105318,XAU,seed
2020-06-23,1475.35,1481.74,1475.35,1477.65,157090,XAU,seed
2020-06-24,1455.64,1458.79,1446.12,1457.46,234283,XAU,seed
2020-06-25,1459.49,1463.01,1448.94,1461.82,204609,XAU,seed
2020-06-26,1441.91,1452.57,1439.68,1442.56,288134,XAU,seed
2020-06-29,1438.32,1444.69,1432.78,1442.13,266069,XAU,seed
2020-06-30,1427.51,1434.9,1420.45,1430.73,297116,XAU,seed
2020-07-01,1427.9,1440.66,1419.77,1428.43,242553,XAU,seed
2020-07-02,1420.14,1436.78,1420.14,1423.63,200784,XAU,seed
2020-07-03,1423.58,1425.36,1412.93,1421.32,250044,XAU,seed
2020-07-06,1423.74,1426.33,1420.18,1422.44,203440,XAU,seed
2020-07-07,1400.62,1403.72,1395.35,1396.69,134163,XAU,seed
2020-07-08,1381.18,1384.57,1377.24,1382.59,297776,XAU,seed
2020-07-09,1358.52,1366.73,1358.52,1362.31,80388,XAU,seed
2020-07-10,1377.91,1387.85,1377.04,1377.79,192237,XAU,seed
2020-07-13,1373.45,1379.08,1367.67,1373.29,165878,XAU,seed
2020-07-14,1374.75,1380.98,1371.11,1374.35,233042,XAU,seed
2020-07-15,1372.19,1374.41,1360.85,1371.12,131461,XAU,seed
2020-07-16,1350.19,1368.43,1350.19,1353.49,170965,XAU,seed
2020-07-17,1371.53,1379.59,1371.53,1374.39,234919,XAU,seed
2020-07-20,1374.55,1374.55,1361.93,1370.6,150554,XAU,seed
2020-07-21,1380.5,1380.5,1376.48,1378.46,252552,XAU,seed
2020-07-22,1386.39,1395.59,1382.17,1382.79,124144,XAU,seed
2020-07-23,1379.52,1386.26,1367.21,1378.86,167059,XAU,seed
2020-07-24,1366.22,1373.04,1363.76,1365.79,134352,XAU,seed
2020-07-27,1393.16,1405.54,1386.14,1395.35,157682,XAU,seed
2020-07-28,1422.16,1423.05,1413.91,1420.41,223982,XAU,seed
2020-07-29,1423.85,1430.44,1423.85,1426.82,204712,XAU,seed
2020-07-30,1426.65,1436.37,1414.53,1423.7,54023,XAU,seed
2020-07-31,1422.68,1425.88,1414.76,1421.36,119474,XAU,seed
2020-08-03,1410.42,1417.37,1398.09,1409.15,275271,XAU,seed
2020-08-04,1373.47,1378.47,1367.27,1372.43,191824,XAU,seed
2020-08-05,1379.48,1399.32,1367.05,1378.39,245760,XAU,seed
2020-08-06,1416.88,1416.88,1411.55,1414.67,93611,XAU,seed
2020-08-07,1399.72,1405.21,1397.93,1403.54,148262,XAU,seed
2020-08-10,1392.79,1395.35,1389.53,1393.52,95893,XAU,seed
2020-08-11,1422.51,1422.51,1405.81,1421.49,87517,XAU,seed
2020-08-12,1424.06,1432.02,1411.19,1424.41,171963,XAU,seed
2020-08-13,1441.18,1450.36,1441.18,1444.15,204028,XAU,seed
2020-08-14,1433.92,1438.13,1430.65,1432.28,150845,XAU,seed
2020-08-17,1436.22,1441.05,1432.58,1437.24,233311,XAU,seed
2020-08-18,1426.83,1426.89,1416.38,1425.48,229778,XAU,seed
2020-08-19,1436.94,1436.94,1419.86,1433.41,286698,XAU,seed
2020-08-20,1428.4,1433.57,1419.36,1427.49,212762,XAU,seed
2020-08-21,1430.1,1430.1,1424.3,1427.81,75470,XAU,seed
2020-08-24,1445.31,1455.84,1443.51,1446.97,241983,XAU,seed
2020-08-25,1469.74,1475.51,1468.77,1471.27,256179,XAU,seed
2020-08-26,1430.7,1441.96,1423.46,1430.43,117363,XAU,seed
2020-08-27,1467.77,1467.8,1449.46,1463.66,260824,XAU,seed
2020-08-28,1492.19,1509.91,1492.19,1495.41,239849,XAU,seed
2020-08-31,1491.39,1491.39,1487.16,1488.3,153435,XAU,seed
2020-09-01,1508.71,1514.38,1499.15,1509.12,203238,XAU,seed
2020-09-02,1491.15,1496.13,1484.8,1492.3,212410,XAU,seed
2020-09-03,1512.34,1512.34,1505.9,1508.58,265968,XAU,seed
2020-09-04,1485.42,1485.77,1482.58,1484.09,59754,XAU,seed
2020-09-07,1474.61,1481.21,1474.61,1478.18,168919,XAU,seed
2020-09-08,1453.2,1460.84,1449.08,1451.49,240473,XAU,seed
2020-09-09,1457.78,1468.76,1457.78,1461.29,299435,XAU,seed
2020-09-10,1454.69,1462.19,1454.69,1457.17,145075,XAU,seed
2020-09-11,1477.92,1484.43,1476.56,1477.53,154369,XAU,seed
2020-09-14,1475.04,1475.04,1468.2,1471.08,105602,XAU,seed
2020-09-15,1453.66,1459.1,1452.55,1457.85,83010,XAU,seed
2020-09-16,1463.68,1469.94,1457.55,1460.79,263136,XAU,seed
2020-09-17,1467.95,1471.51,1467.95,1471.07,275026,XAU,seed
2020-09-18,1520.34,1521.08,1516.48,1519.98,277134,XAU,seed
2020-09-21,1525.94,1525.94,1516.57,1523.29,95677,XAU,seed
2020-09-22,1522.19,1524.99,1521.1,1522.91,167512,XAU,seed
2020-09-23,1523.31,1545.3,1523.31,1526.89,61367,XAU,seed
2020-09-24,1523.57,1525.6,1511.76,1522.12,58165,XAU,seed
2020-09-25,1539.52,1543.92,1532.19,1540.42,288472,XAU,seed
2020-09-28,1505.6,1509.54,1504.06,1507.2,213661,XAU,seed
2020-09-29,1492.14,1502.88,1492.14,1493.7,168938,XAU,seed
2020-09-30,1479.43,1484.94,1469.74,1476.83,280085,XAU,seed
2020-10-01,1477.83,1485.45,1477.83,1480.36,138848,XAU,seed
2020-10-02,1490.56,1490.98,1482.56,1488.51,116817,XAU,seed
2020-10-05,1486.1,1495.1,1476.61,1482.33,74439,XAU,seed
2020-10-06,1457.35,1460.22,1456.59,1458.46,197216,XAU,seed
2020-10-07,1436.17,1448.93,1424.75,1436.94,160870,XAU,seed
2020-10-08,1458.64,1460.02,1450.56,1454.55,201497,XAU,seed
2020-10-09,1445.59,1449.6,1440.25,1445.75,195821,XAU,seed
2020-10-12,1428.76,1432.98,1415.22,1428.13,251177,XAU,seed
2020-10-13,1438.85,1453.93,1434.9,1437.62,267438,XAU,seed
2020-10-14,1434.76,1437.98,1420.56,1436.72,142018,XAU,seed
2020-10-15,1469.99,1472.71,1467.03,1469.41,215982,XAU,seed
2020-10-16,1477.12,1482.63,1471.15,1476.85,91263,XAU,seed
2020-10-19,1462.03,1462.4,1458.33,1459.6,63791,XAU,seed
2020-10-20,1471.18,1482.12,1471.18,1475.16,161152,XAU,seed
2020-10-21,1456.26,1458.36,1454.66,1458.25,162699,XAU,seed
2020-10-22,1478.16,1483.59,1476.27,1477.33,107807,XAU,seed
2020-10-23,1456.17,1462.08,1455.71,1460.48,85975,XAU,seed
2020-10-26,1458.77,1469.86,1458.77,1462.1,83865,XAU,seed
2020-10-27,1444.35,1450.89,1433.01,1444.34,68894,XAU,seed
2020-10-28,1423.5,1426.82,1423.33,1424.05,132066,XAU,seed
2020-10-29,1408.18,1409.44,1404.69,1406.41,55467,XAU,seed
2020-10-30,1419.96,1426.65,1413.47,1416.15,144857,XAU,seed
2020-11-02,1440.16,1449.83,1437.73,1442.38,153747,XAU,seed
2020-11-03,1458.53,1461.5,1458.11,1460.97,215996,XAU,seed
2020-11-04,1479.56,1482.92,1466.31,1475.96,264682,XAU,seed
2020-11-05,1467.3,1470.98,1466.27,1470.81,90073,XAU,seed
2020-11-06,1469.91,1474.0,1464.26,1472.77,247773,XAU,seed
2020-11-09,1455.28,1461.39,1446.65,1453.7,213714,XAU,seed
2020-11-10,1433.78,1442.86,1432.38,1435.36,215513,XAU,seed
2020-11-11,1427.86,1437.84,1427.86,1431.67,168466,XAU,seed
2020-11-12,1445.02,1459.11,1431.16,1446.87,73670,XAU,seed
2020-11-13,1432.85,1445.13,1428.92,1433.17,284848,XAU,seed
2020-11-16,1468.01,1471.17,1458.13,1467.38,181430,XAU,seed
2020-11-17,1467.69,1476.63,1467.2,1471.19,237253,XAU,seed
2020-11-18,1487.78,1497.93,1469.82,1491.91,187381,XAU,seed
2020-11-19,1481.7,1484.39,1475.39,1482.83,138700,XAU,seed
2020-11-20,1482.13,1484.32,1475.26,1480.97,196266,XAU,seed
2020-11-23,1477.61,1484.52,1462.26,1475.63,278925,XAU,seed
2020-11-24,1481.45,1485.52,1476.81,1480.0,221980,XAU,seed
2020-11-25,1476.12,1481.16,1472.87,1475.28,148744,XAU,seed
2020-11-26,1463.49,1471.96,1449.76,1466.76,229677,XAU,seed
2020-11-27,1474.82,1474.82,1473.24,1473.31,130967,XAU,seed
2020-11-30,1482.51,1483.82,1478.08,1478.54,86061,XAU,seed
2020-12-01,1489.23,1495.91,1486.22,1486.66,243631,XAU,seed
2020-12-02,1489.03,1490.9,1486.56,1490.49,148754,XAU,seed
2020-12-03,1498.55,1508.26,1485.41,1496.81,239053,XAU,seed
2020-12-04,1483.25,1483.25,1473.68,1481.68,124692,XAU,seed
2020-12-07,1480.19,1483.87,1463.36,1482.56,255617,XAU,seed
2020-12-08,1451.77,1472.74,1446.09,1452.92,171026,XAU,seed
2020-12-09,1456.77,1460.52,1454.63,1456.74,102349,XAU,seed
2020-12-10,1457.76,1469.34,1448.43,1459.95,195369,XAU,seed
2020-12-11,1483.92,1485.97,1481.58,1483.77,92024,XAU,seed
2020-12-14,1476.04,1495.7,1472.32,1479.17,108205,XAU,seed
2020-12-15,1497.3,1499.9,1489.62,1493.44,148031,XAU,seed
2020-12-16,1497.51,1515.68,1495.58,1498.63,269985,XAU,seed
2020-12-17,1492.63,1512.03,1491.82,1495.81,173851,XAU,seed
2020-12-18,1495.11,1495.11,1493.02,1493.27,70768,XAU,seed
2020-12-21,1501.96,1514.72,1501.35,1505.13,160953,XAU,seed
2020-12-22,1514.26,1523.63,1513.73,1516.07,258115,XAU,seed
2020-12-23,1515.28,1521.6,1512.22,1512.23,215663,XAU,seed
2020-12-24,1497.19,1509.76,1495.95,1500.4,113062,XAU,seed
2020-12-25,1492.79,1498.26,1490.24,1491.28,299929,XAU,seed
2020-12-28,1476.9,1479.5,1470.14,1472.59,173243,XAU,seed
2020-12-29,1487.41,1488.66,1481.55,1488.54,67710,XAU,seed
2020-12-30,1475.27,1475.75,1462.23,1474.13,137167,XAU,seed
2020-12-31,1483.28,1493.44,1473.79,1484.72,229485,XAU,seed
2021-01-01,1461.95,1461.95,1458.35,1460.8,253473,XAU,seed
2021-01-04,1462.76,1469.28,1450.62,1465.38,132731,XAU,seed
2021-01-05,1488.01,1489.12,1482.14,1483.66,247470,XAU,seed
2021-01-06,1479.25,1486.33,1472.85,1476.04,121622,XAU,seed
2021-01-07,1491.04,1491.04,1471.8,1487.56,151356,XAU,seed
2021-01-08,1484.14,1491.33,1472.63,1482.43,119919,XAU,seed
2021-01-11,1487.44,1502.29,1482.88,1491.2,192992,XAU,seed
2021-01-12,1488.04,1491.87,1481.82,1489.58,238131,XAU,seed
2021-01-13,1466.46,1482.07,1463.87,1467.77,142421,XAU,seed
2021-01-14,1456.53,1456.53,1452.9,1455.31,225946,XAU,seed
2021-01-15,1448.51,1453.57,1429.77,1445.9,87428,XAU,seed
2021-01-18,1459.78,1464.08,1456.5,1460.32,219125,XAU,seed
2021-01-19,1450.84,1458.89,1443.55,1450.26,298728,XAU,seed
2021-01-20,1435.18,1443.29,1433.59,1438.83,132414,XAU,seed
2021-01-21,1428.88,1432.96,1423.82,1432.2,151446,XAU,seed
2021-01-22,1441.77,1441.77,1434.6,1439.4,210399,XAU,seed
2021-01-25,1431.95,1442.09,1422.27,1432.03,168500,XAU,seed
2021-01-26,1448.45,1451.16,1426.58,1444.14,133778,XAU,seed
2021-01-27,1432.72,1433.81,1426.44,1432.29,91289,XAU,seed
2021-01-28,1425.35,1426.47,1416.0,1424.17,81814,XAU,seed
2021-01-29,1450.23,1459.39,1450.23,1452.52,200019,XAU,seed
2021-02-01,1433.94,1435.81,1431.52,1433.49,131078,XAU,seed
2021-02-02,1413.78,1420.11,1410.1,1413.96,200706,XAU,seed
2021-02-03,1453.41,1462.59,1448.78,1452.17,140312,XAU,seed
2021-02-04,1473.99,1484.26,1466.94,1473.54,83825,XAU,seed
2021-02-05,1438.0,1444.8,1438.0,1441.84,93163,XAU,seed
2021-02-08,1459.47,1470.25,1459.02,1461.88,124461,XAU,seed
2021-02-09,1470.45,1472.87,1468.07,1469.26,129383,XAU,seed
2021-02-10,1465.57,1472.42,1459.06,1464.33,94879,XAU,seed
2021-02-11,1451.79,1456.0,1443.06,1450.87,266330,XAU,seed
2021-02-12,1459.54,1459.54,1449.96,1455.62,105262,XAU,seed
2021-02-15,1459.04,1468.07,1457.7,1457.83,125935,XAU,seed
2021-02-16,1447.53,1452.35,1442.82,1449.74,168893,XAU,seed
2021-02-17,1454.69,1460.11,1454.69,1455.22,209032,XAU,seed
2021-02-18,1473.91,1482.28,1473.91,1475.51,154521,XAU,seed
2021-02-19,1487.18,1490.14,1479.07,1486.63,120116,XAU,seed
2021-02-22,1474.55,1492.45,1473.56,1478.53,159611,XAU,seed
2021-02-23,1476.31,1483.87,1470.75,1479.33,131976,XAU,seed
2021-02-24,1487.73,1498.24,1480.16,1483.32,180382,XAU,seed
2021-02-25,1523.25,1528.39,1522.1,1523.2,142509,XAU,seed
2021-02-26,1537.61,1543.03,1527.13,1536.71,124907,XAU,seed
2021-03-01,1504.97,1514.57,1497.42,1505.59,250240,XAU,seed
2021-03-02,1497.87,1508.51,1497.87,1501.91,125655,XAU,seed
2021-03-03,1522.4,1524.23,1497.54,1519.99,228362,XAU,seed
2021-03-04,1510.07,1529.3,1497.81,1513.73,196232,XAU,seed
2021-03-05,1537.53,1549.37,1537.53,1540.31,61876,XAU,seed
2021-03-08,1569.86,1571.42,1566.46,1567.0,284129,XAU,seed
2021-03-09,1553.3,1564.64,1532.02,1552.25,243808,XAU,seed
2021-03-10,1565.43,1574.43,1564.81,1565.36,197567,XAU,seed
2021-03-11,1554.88,1566.13,1536.81,1556.11,203014,XAU,seed
2021-03-12,1547.09,1550.8,1536.09,1543.64,119607,XAU,seed
2021-03-15,1576.04,1584.54,1567.54,1573.43,202967,XAU,seed
2021-03-16,1555.16,1555.16,1545.6,1553.1,265393,XAU,seed
2021-03-17,1555.91,1555.91,1550.78,1551.74,132232,XAU,seed
2021-03-18,1534.18,1547.47,1534.18,1536.91,173628,XAU,seed
2021-03-19,1552.64,1560.16,1552.64,1556.73,135209,XAU,seed
2021-03-22,1575.7,1585.29,1574.51,1576.86,189756,XAU,seed
2021-03-23,1571.02,1571.02,1557.39,1568.46,231747,XAU,seed
2021-03-24,1571.45,1571.45,1560.66,1567.15,296804,XAU,seed
2021-03-25,1579.96,1585.24,1570.05,1581.97,133110,XAU,seed
2021-03-26,1564.52,1564.52,1554.13,1560.45,200333,XAU,seed
2021-03-29,1557.95,1561.52,1535.91,1553.48,260925,XAU,seed
2021-03-30,1561.23,1572.52,1548.56,1556.98,221959,XAU,seed
2021-03-31,1553.87,1574.22,1552.31,1556.65,232497,XAU,seed
2021-04-01,1558.26,1558.26,1553.5,1556.01,287288,XAU,seed
2021-04-02,1528.6,1543.13,1526.4,1532.71,76357,XAU,seed
2021-04-05,1533.6,1533.78,1528.72,1529.34,221151,XAU,seed
2021-04-06,1561.62,1568.12,1542.71,1561.83,134192,XAU,seed
2021-04-07,1563.49,1564.24,1556.34,1560.98,243642,XAU,seed
2021-04-08,1558.53,1561.97,1540.35,1554.68,96081,XAU,seed
2021-04-09,1562.55,1562.55,1554.54,1559.41,246346,XAU,seed
2021-04-12,1602.01,1608.74,1597.8,1598.4,78128,XAU,seed
2021-04-13,1612.81,1619.46,1605.63,1613.25,283114,XAU,seed
2021-04-14,1645.83,1647.57,1642.38,1646.15,92596,XAU,seed
2021-04-15,1645.7,1650.97,1642.89,1643.55,127338,XAU,seed
2021-04-16,1613.41,1627.22,1603.02,1616.56,266790,XAU,seed
2021-04-19,1601.9,1621.58,1590.07,1602.86,175161,XAU,seed
2021-04-20,1595.12,1598.62,1584.09,1597.41,136409,XAU,seed
2021-04-21,1584.23,1595.83,1578.85,1588.89,66285,XAU,seed
2021-04-22,1576.5,1586.72,1563.26,1579.73,282731,XAU,seed
2021-04-23,1572.27,1581.59,1572.27,1575.89,211120,XAU,seed
2021-04-26,1584.11,1607.13,1577.69,1584.32,147943,XAU,seed
2021-04-27,1565.63,1577.15,1563.2,1565.91,107255,XAU,seed
2021-04-28,1569.22,1570.54,1559.0,1568.31,188457,XAU,seed
2021-04-29,1567.4,1575.93,1563.06,1566.79,182510,XAU,seed
2021-04-30,1570.44,1578.79,1566.88,1573.61,228335,XAU,seed
2021-05-03,1576.55,1594.77,1576.55,1580.43,168864,XAU,seed
2021-05-04,1593.73,1604.22,1588.82,1593.12,130784,XAU,seed
2021-05-05,1593.68,1593.68,1580.21,1590.66,61872,XAU,seed
2021-05-06,1567.6,1582.64,1561.07,1567.21,294783,XAU,seed
2021-05-07,1550.79,1561.11,1545.41,1553.77,241178,XAU,seed
2021-05-10,1547.98,1554.93,1532.93,1543.41,287703,XAU,seed
2021-05-11,1543.18,1543.18,1535.98,1538.89,275518,XAU,seed
2021-05-12,1533.59,1545.41,1531.02,1533.25,108376,XAU,seed
2021-05-13,1552.62,1560.18,1545.34,1548.18,161182,XAU,seed
2021-05-14,1515.57,1521.33,1512.85,1517.87,295736,XAU,seed
2021-05-17,1534.28,1544.28,1529.62,1538.6,295429,XAU,seed
2021-05-18,1538.58,1542.92,1538.58,1541.3,206705,XAU,seed
2021-05-19,1523.32,1533.55,1523.32,1525.66,191494,XAU,seed
2021-05-20,1528.9,1539.31,1528.9,1532.98,263853,XAU,seed
2021-05-21,1553.4,1554.7,1538.48,1552.68,112102,XAU,seed
2021-05-24,1551.6,1551.6,1543.66,1550.11,65979,XAU,seed
2021-05-25,1531.49,1534.55,1519.05,1529.33,195712,XAU,seed
2021-05-26,1489.33,1491.58,1473.92,1485.39,133554,XAU,seed
2021-05-27,1478.53,1484.02,1471.89,1480.31,113168,XAU,seed
2021-05-28,1490.68,1494.5,1473.31,1488.83,197426,XAU,seed
2021-05-31,1475.1,1479.16,1471.19,1474.84,136576,XAU,seed
2021-06-01,1456.3,1463.03,1446.87,1453.28,99933,XAU,seed
2021-06-02,1469.46,1471.31,1467.84,1468.54,260934,XAU,seed
2021-06-03,1471.41,1485.6,1468.97,1470.89,137284,XAU,seed
2021-06-04,1457.23,1464.17,1448.59,1459.75,245789,XAU,seed
2021-06-07,1476.36,1482.61,1475.59,1478.64,289894,XAU,seed
2021-06-08,1478.12,1490.51,1477.79,1480.05,130851,XAU,seed
2021-06-09,1479.05,1496.06,1466.96,1479.07,173074,XAU,seed
2021-06-10,1477.93,1481.43,1477.93,1480.56,276514,XAU,seed
2021-06-11,1480.52,1491.6,1478.76,1482.65,159465,XAU,seed
